name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
"Wells, Miss. Joan",female,4,2nd,S,England,29103,23,1,1,1
"Wells, Mrs. Addie Dart",female,29,2nd,S,England,29103,23,0,2,1
"Wennerström, Mr. August",male,27,3rd,S,Sweden,350043,7.1511,0,0,1
"West, Miss. Barbara Joyce",female,0.8333333333,2nd,S,England,34651,27.15,1,2,1
"West, Miss. Constance Mirium",female,4,2nd,S,England,34651,27.15,1,2,1
"West, Mr. Edwy Arthur",male,36,2nd,S,England,34651,27.15,1,2,0
"West, Mrs. Ada Mary",female,33,2nd,S,England,34651,27.15,1,2,1
"Wheadon, Mr. Edward Henry",male,65,2nd,S,England,24579,10.1,0,0,0
"Wheeler, Mr. Edwin Charles",male,26,2nd,S,England,2159,12.1706,0,0,0
"Whilems, Mr. Charles",male,31,2nd,S,England,244270,13,0,0,1
"White, Mr. Percival Wayland",male,54,1st,S,United States,35281,77.0509,0,1,0
"White, Mr. Richard Frasar",male,21,1st,S,United States,35281,77.0509,0,1,0
"White, Mrs. Ella",female,55,1st,C,NA,17760,135.1208,0,0,1
"Wick, Col. George Dennick",male,57,1st,S,United States,36928,164.1704,1,1,0
"Wick, Miss. Mary Natalie",female,31,1st,S,United States,36928,164.1704,0,2,1
"Wick, Mrs. Mary Peebles",female,45,1st,S,United States,36928,164.1704,1,1,1
"Widegren, Mr. Carl Peter",male,51,3rd,S,Sweden,347064,7.15,0,0,0
"Widener, Mr. George Dunton",male,50,1st,S,United States,113503,211.1,1,1,0
"Widener, Mr. Harry Elkins",male,27,1st,S,United States,113503,211.1,0,2,0
"Widener, Mrs. Eleanor",female,50,1st,S,United States,113503,211.1,1,1,1
"Wiklund, Mr. Jakob Alfred",male,18,3rd,S,Finland,3101267,6.0911,1,0,0
"Wiklund, Mr. Karl Johan",male,21,3rd,S,Finland,3101266,6.0911,1,0,0
"Wilkes, Mrs. Ellen",female,47,3rd,S,England,363272,7,1,0,1
"Wilkinson, Mrs. Elizabeth Anne",female,30,2nd,S,England,2926,26,1,0,1
"Willard, Miss. Constance",female,21,1st,S,United States,113795,26.11,0,0,1
"Willer, Mr. Aaron",male,37,3rd,C,NA,3410,8.1403,0,0,0
"Willey, Mr. Edward John",male,21,3rd,S,Wales,751,7.11,0,0,0
"Williams, Mr. Charles Duane",male,51,1st,C,Switzerland,17597,61.0707,0,1,0
"Williams, Mr. Charles Eugene",male,23,2nd,S,England,244373,13,0,0,1
"Williams, Mr. Fletcher Fellowes Lambert",male,43,1st,S,United States,113510,35,0,0,0
"Williams, Mr. Howard Hugh",male,28,3rd,S,England,2466,8.01,0,0,0
"Williams, Mr. Leslie",male,28,3rd,S,Wales,54636,16.02,0,0,0
"Williams, Mr. Richard Norris II",male,21,1st,C,Switzerland,17597,61.0707,0,1,1
"Wilson, Miss. Helen Alice",female,31,1st,C,NA,16966,134.1,0,0,1
"Windeløv, Mr. Einar",male,21,3rd,S,South Africa,3101317,7.05,0,0,0
"Wirz, Mr. Albert",male,27,3rd,S,Switzerland,315154,8.1303,0,0,0
"Wiseman, Mr. Philippe",male,54,3rd,S,England,34244,7.05,0,0,0
"Wittevrongel, Mr. Camilius Aloysius",male,36,3rd,S,Belgium,345771,9.1,0,0,0
"Woodward, Mr. John Wesley",male,32,2nd,S,England,250654,NA,NA,NA,0
"Woolner, Mr. Hugh",male,46,1st,S,England,19947,35.1,0,0,1
"Wright, Miss. Marion",female,26,2nd,S,England,220844,13.1,0,0,1
"Wright, Mr. George",male,62,1st,S,Canada,113807,26.11,0,0,0
"Yasbeck, Mr. Antoni",male,27,3rd,C,Lebanon,2659,14.0901,1,0,0
"Yazbeck, Mrs. Selini",female,15,3rd,C,Lebanon,2659,14.0901,1,0,1
"Young, Miss. Marie Grice",female,36,1st,C,United States,17760,135.1208,0,0,1
"Yousseff (Abi Saab), Mr. Gerios",male,26,3rd,C,Lebanon,2685,7.0406,0,0,0
"Youssiff (Sam'aan), Mr. Gerios",male,45,3rd,C,Lebanon,2628,7.0407,0,0,0
"Yūsuf, Mrs. Kātrīn",female,23,3rd,C,Lebanon,2668,22.0702,0,2,1
"Yvois, Miss. Henriette",female,24,2nd,S,France,248747,13,0,0,0
"Zakarian, Mr. Mapriededer",male,22,3rd,C,Turkey,2656,7.0406,0,0,0
"Zakarian, Mr. Ortin",male,27,3rd,C,Turkey,2670,7.0406,0,0,0
"Zenni, Mr. Philip",male,25,3rd,C,Lebanon,2620,7.0406,0,0,1
"Zimmermann, Mr. Leo",male,29,3rd,S,Germany,315082,7.1706,0,0,0
"Abbott, Mr. Ernest Owen",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Abrams, Mr. William Thomas",male,34,engineering crew,S,England,NA,NA,NA,NA,0
"Adams, Mr. Robert John",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Ahier, Mr. Percy Snowden",male,20,victualling crew,S,Channel Islands,NA,NA,NA,NA,0
"Akerman, Mr. Albert Edward",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Akerman, Mr. Joseph Francis",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Allaria, Sig. Battista Antonio",male,22,restaurant staff,S,England,NA,NA,NA,NA,0
"Allen, Mr. Ernest Frederick",male,24,engineering crew,S,England,NA,NA,NA,NA,1
"Allen, Mr. Frederick",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"Allen, Mr. George",male,26,victualling crew,S,England,NA,NA,NA,NA,0
"Allen, Mr. Henry",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Allen, Mr. Robert Spencer",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Allsop, Mr. Alfred Samuel",male,36,engineering crew,B,England,NA,NA,NA,NA,0
"Allsop, Mr. Frank Richard",male,41,victualling crew,B,England,NA,NA,NA,NA,0
"Anderson, Mr. James",male,40,deck crew,S,England,NA,NA,NA,NA,1
"Anderson, Mr. Walter Yuill",male,48,victualling crew,S,England,NA,NA,NA,NA,0
"Andrews, Mr. Charles Edward",male,19,victualling crew,S,England,NA,NA,NA,NA,1
"Archer, Mr. Ernest Edward",male,35,deck crew,S,England,NA,NA,NA,NA,1
"Ashcroft, Mr. Austin Aloysius",male,26,victualling crew,S,England,NA,NA,NA,NA,0
"Ashe, Mr. Henry Wellesley",male,41,victualling crew,S,Ireland,NA,NA,NA,NA,0
"Aspeslagh, Mr. Georges",male,26,restaurant staff,S,England,NA,NA,NA,NA,0
"Avery, Mr. James Albert",male,21,engineering crew,S,England,NA,NA,NA,NA,1
"Ayling, Mr. Edwin George",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Back, Mr. Charles Frederick",male,37,victualling crew,B,England,NA,NA,NA,NA,0
"Baggott, Mr. Allen Marden",male,28,victualling crew,S,England,NA,NA,NA,NA,1
"Bagley, Mr. Edward Henry",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Bailey, Mr. George Francis",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Bailey, Mr. George Frank",male,46,engineering crew,S,Wales,NA,NA,NA,NA,0
"Bailey, Mr. Henry Joseph",male,46,deck crew,S,England,NA,NA,NA,NA,1
"Baines, Mr. Richard",male,24,engineering crew,S,England,NA,NA,NA,NA,0
"Ball, Mr. Percy",male,19,victualling crew,S,England,NA,NA,NA,NA,1
"Banfi, Sig. Ugo",male,24,restaurant staff,S,England,NA,NA,NA,NA,0
"Bannon, Mr. John Joseph",male,34,engineering crew,S,England,NA,NA,NA,NA,0
"Barker, Mr. Albert Vale",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Barker, Mr. Ernest Thomas",male,41,victualling crew,S,England,NA,NA,NA,NA,0
"Barker, Mr. Reginald Lomond",male,42,victualling crew,B,England,NA,NA,NA,NA,0
"Barlow, Mr. Charles",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Barlow, Mr. George",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Barnes, Mr. Charles",male,29,engineering crew,S,England,NA,NA,NA,NA,0
"Barnes, Mr. Frederick Charles",male,40,victualling crew,S,England,NA,NA,NA,NA,0
"Barnes, Mr. John",male,40,engineering crew,S,England,NA,NA,NA,NA,0
"Barratt, Mr. Arthur",male,16,victualling crew,S,England,NA,NA,NA,NA,0
"Barrett, Mr. Frederick",male,28,engineering crew,S,England,NA,NA,NA,NA,1
"Barrett, Mr. Frederick William",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Barringer, Mr. Arthur William",male,34,victualling crew,B,England,NA,NA,NA,NA,0
"Barrow, Mr. Charles Henry John Barrow",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Barrows, Mr. William",male,32,victualling crew,S,England,NA,NA,NA,NA,0
"Barton, Mr. Sidney John",male,26,victualling crew,S,England,NA,NA,NA,NA,0
"Basilico, Sig. Giovanni",male,27,restaurant staff,S,England,NA,NA,NA,NA,0
"Baxter, Mr. Harry Ross",male,53,victualling crew,S,England,NA,NA,NA,NA,0
"Baxter, Mr. Thomas Ferguson",male,55,victualling crew,S,Scotland,NA,NA,NA,NA,0
"Bazzi, Sig. Narciso",male,33,restaurant staff,S,England,NA,NA,NA,NA,0
"Beattie, Mr. Joseph",male,35,engineering crew,B,Northern Ireland,NA,NA,NA,NA,0
"Beauchamp, Mr. George William",male,24,engineering crew,S,England,NA,NA,NA,NA,1
"Bedford, Mr. William Barnett",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Beedem, Mr. George Arthur",male,35,victualling crew,S,England,NA,NA,NA,NA,0
"Beere, Mr. William",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Bell, Mr. Joseph",male,51,engineering crew,B,England,NA,NA,NA,NA,0
"Bendell, Mr. Frank",male,24,engineering crew,S,England,NA,NA,NA,NA,0
"Benham, Mr. Fred John",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Bennett, Mr. George Alfred",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Bennett, Mrs. Mabel",female,33,victualling crew,S,England,NA,NA,NA,NA,1
"Benville, Mr. Edward",male,47,engineering crew,S,England,NA,NA,NA,NA,0
"Bernardi, Sig. Battista",male,22,restaurant staff,S,England,NA,NA,NA,NA,0
"Bessant, Mr. Edward",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Bessant, Mr. William Edward Lowe",male,39,engineering crew,S,England,NA,NA,NA,NA,0
"Best, Mr. Edwin Alfred",male,40,victualling crew,B,England,NA,NA,NA,NA,0
"Beux, Mr. David",male,26,restaurant staff,S,England,NA,NA,NA,NA,0
"Bevis, Mr. Joseph Henry",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Biddlecombe, Mr. Reginald Charles",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Bietrix, Mr. George Baptiste",male,28,restaurant staff,S,England,NA,NA,NA,NA,0
"Biggs, Mr. Edward Charles",male,20,engineering crew,S,England,NA,NA,NA,NA,0
"Billows, Mr. James",male,20,engineering crew,S,England,NA,NA,NA,NA,0
"Binstead, Mr. Walter William",male,20,engineering crew,S,England,NA,NA,NA,NA,1
"Bishop, Mr. Walter Alexander",male,34,victualling crew,B,England,NA,NA,NA,NA,0
"Blackman, Mr. Albert Edward",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Black, Mr. Alexander",male,28,engineering crew,S,England,NA,NA,NA,NA,0
"Black, Mr. D.",male,41,engineering crew,S,England,NA,NA,NA,NA,0
"Blake, Mr. Percival Albert",male,23,engineering crew,S,England,NA,NA,NA,NA,1
"Blake, Mr. Seaton",male,26,engineering crew,B,England,NA,NA,NA,NA,0
"Blake, Mr. Thomas Henry",male,37,engineering crew,S,England,NA,NA,NA,NA,0
"Blaney, Mr. James",male,32,engineering crew,S,Northern Ireland,NA,NA,NA,NA,0
"Blann, Mr. Eustace Horatius",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Bliss, Mrs. Emma",female,45,victualling crew,S,Switzerland,NA,NA,NA,NA,1
"Blumet, Mr. Jean Baptiste",male,26,restaurant staff,S,England,NA,NA,NA,NA,0
"Bochatay, Mr. Alexis Joseph",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Bochet, Mr. Pierre Giuseppe",male,43,restaurant staff,S,England,NA,NA,NA,NA,0
"Bogie, Mr. Norman Leslie",male,59,victualling crew,S,Scotland,NA,NA,NA,NA,0
"Bolhuis, Mr. Hendrik",male,27,restaurant staff,S,England,NA,NA,NA,NA,0
"Bond, Mr. William John",male,40,victualling crew,B,England,NA,NA,NA,NA,0
"Boothby, Mr. Walter Thomas",male,38,victualling crew,S,England,NA,NA,NA,NA,0
"Boston, Mr. William John",male,33,victualling crew,B,England,NA,NA,NA,NA,0
"Bott, Mr. William Thomas",male,46,engineering crew,S,England,NA,NA,NA,NA,0
"Boughton, Mr. Bernard John",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"Bowker, Miss. Ruth Harwood",female,31,restaurant staff,S,England,NA,NA,NA,NA,1
"Boxhall, Mr. Joseph Groves",male,28,deck crew,B,England,NA,NA,NA,NA,1
"Boyd, Mr. John",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Boyes, Mr. John Henry",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Bradley, Mr. Patrick Joseph",male,39,engineering crew,S,England,NA,NA,NA,NA,0
"Bradley, Mr. T.",male,29,deck crew,S,England,NA,NA,NA,NA,0
"Bradshaw, Mr. John Albert Perkin",male,43,victualling crew,S,England,NA,NA,NA,NA,0
"Brewer, Mr. Harry",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Brewster, Mr. George Henry",male,52,victualling crew,B,England,NA,NA,NA,NA,0
"Briant, Mr. Albert",male,34,engineering crew,S,England,NA,NA,NA,NA,0
"Brice, Mr. Walter Thomas",male,43,deck crew,S,England,NA,NA,NA,NA,1
"Bride, Mr. Harold Sydney",male,22,victualling crew,B,England,NA,NA,NA,NA,1
"Bright, Mr. Arthur John",male,42,deck crew,B,England,NA,NA,NA,NA,1
"Bristow, Mr. Harry",male,38,victualling crew,S,NA,NA,NA,NA,NA,0
"Bristow, Mr. Robert Charles",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Brookman, Mr. John Cress",male,28,victualling crew,S,England,NA,NA,NA,NA,0
"Brooks, Mr. J.",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Broome, Mr. Athol Frederick",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Broom, Mr. Herbert George",male,33,victualling crew,B,England,NA,NA,NA,NA,0
"Brown, Mr. Edward",male,34,victualling crew,B,Wales,NA,NA,NA,NA,1
"Brown, Mr. John",male,28,engineering crew,S,Wales,NA,NA,NA,NA,0
"Brown, Mr. Joseph James",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Brown, Mr. Walter James",male,41,victualling crew,B,England,NA,NA,NA,NA,0
"Buckley, Mr. H. E.",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Buley, Mr. Edward John",male,26,deck crew,S,England,NA,NA,NA,NA,1
"Bulley, Mr. Henry Ashburnham",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Bull, Mr. Walter Edward",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Bunnell, Mr. Wilfred James",male,21,victualling crew,B,England,NA,NA,NA,NA,0
"Burgess, Mr. Charles",male,18,victualling crew,S,England,NA,NA,NA,NA,1
"Burke, Mr. Richard Edward",male,30,victualling crew,B,England,NA,NA,NA,NA,0
"Burke, Mr. William",male,31,victualling crew,B,Ireland,NA,NA,NA,NA,1
"Burrage, Mr. Arthur Victor Edwards",male,20,victualling crew,S,England,NA,NA,NA,NA,1
"Burr, Mr. Ewart Sydenham",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Burroughs, Mr. Arthur Peckham",male,35,engineering crew,S,England,NA,NA,NA,NA,0
"Burton, Mr. Edward John",male,35,engineering crew,S,England,NA,NA,NA,NA,0
"Butterworth, Mr. John",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Butt, Mr. Robert Henry",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Butt, Mr. William John",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Byrne, Mr. James Edward",male,45,victualling crew,S,England,NA,NA,NA,NA,0
"Calderwood, Mr. Hugh",male,30,engineering crew,B,Northern Ireland,NA,NA,NA,NA,0
"Campbell, Mr. Donald S.",male,25,victualling crew,S,Australia,NA,NA,NA,NA,0
"Canner, Mr. John",male,40,engineering crew,S,England,NA,NA,NA,NA,0
"Carney, Mr. William",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Carr, Mr. Richard Stephen",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Carter (Ball), Mr. James (W.)",male,46,engineering crew,S,England,NA,NA,NA,NA,0
"Cartwright, Mr. James Edward",male,33,victualling crew,B,England,NA,NA,NA,NA,0
"Casali, Sig. Giulio",male,32,restaurant staff,S,Italy,NA,NA,NA,NA,0
"Casey, Mr. Thomas",male,44,engineering crew,S,England,NA,NA,NA,NA,0
"Casswill, Mr. Charles",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Castleman, Mr. Edward",male,37,engineering crew,S,England,NA,NA,NA,NA,0
"Caton, Miss. Annie",female,33,victualling crew,S,England,NA,NA,NA,NA,1
"Caunt, Mr. William Ewart",male,28,victualling crew,S,England,NA,NA,NA,NA,0
"Cavell, Mr. George Henry",male,22,engineering crew,S,England,NA,NA,NA,NA,1
"Cave, Mr. Herbert",male,39,victualling crew,B,England,NA,NA,NA,NA,0
"Cecil, Mr. Charles Thomas",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Chaboisson, Mr. Adrien Finnin",male,25,restaurant staff,S,England,NA,NA,NA,NA,0
"Chapman, Mr. Joseph Charles",male,32,victualling crew,S,England,NA,NA,NA,NA,1
"Charman, Mr. John James",male,25,victualling crew,S,England,NA,NA,NA,NA,0
"Cherrett, Mr. William Victor",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Cheverton, Mr. William Frederick",male,28,victualling crew,B,England,NA,NA,NA,NA,0
"Chisnall, Mr. George Alexander",male,37,engineering crew,B,England,NA,NA,NA,NA,0
"Chitty, Mr. Archibald George",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Chitty, Mr. George Henry",male,50,victualling crew,S,England,NA,NA,NA,NA,0
"Chorley, Mr. John Henry",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Christmas, Mr. Herbert Harry",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Clark, Mr. William",male,40,engineering crew,S,Ireland,NA,NA,NA,NA,1
"Clench, Mr. Frederick Charles",male,33,deck crew,S,England,NA,NA,NA,NA,1
"Clench, Mr. George James",male,31,deck crew,S,England,NA,NA,NA,NA,0
"Coe, Mr. Harry",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Coleman, Mr. Albert Edward",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Coleman, Mr. John",male,58,engineering crew,B,Ireland,NA,NA,NA,NA,0
"Colgan, Mr. E. Joseph",male,33,victualling crew,S,England,NA,NA,NA,NA,1
"Collins, Mr. John",male,17,victualling crew,S,Northern Ireland,NA,NA,NA,NA,1
"Collins, Mr. John",male,38,engineering crew,S,England,NA,NA,NA,NA,1
"Combes, Mr. George",male,34,engineering crew,S,England,NA,NA,NA,NA,1
"Conway, Mr. Percy Walter",male,25,victualling crew,B,England,NA,NA,NA,NA,0
"Cook, Mr. Gilbert William",male,32,victualling crew,S,England,NA,NA,NA,NA,0
"Coombs, Mr. Charles Augustus",male,45,victualling crew,S,England,NA,NA,NA,NA,0
"Cooper, Mr. Harry",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Cooper, Mr. James Edward",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Copperthwaite, Mr. Albert Harry",male,28,engineering crew,S,England,NA,NA,NA,NA,0
"Corben, Mr. Ernest Theodore",male,27,victualling crew,S,England,NA,NA,NA,NA,0
"Corcoran, Mr. Dennis",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Cornaire, Mr. Marcel Raymond André",male,19,restaurant staff,S,England,NA,NA,NA,NA,0
"Cotton, Mr. Alfred",male,36,engineering crew,S,England,NA,NA,NA,NA,0
"Couch, Mr. Frank",male,28,deck crew,S,England,NA,NA,NA,NA,0
"Couch, Mr. Joseph Henry",male,49,engineering crew,S,England,NA,NA,NA,NA,0
"Couper, Mr. Robert Frederick William",male,30,engineering crew,S,England,NA,NA,NA,NA,1
"Coutin, Mr. Auguste Louis",male,28,restaurant staff,S,France,NA,NA,NA,NA,0
"Cox, Mr. William Denton",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Coy, Mr. Francis Ernest George",male,27,engineering crew,B,England,NA,NA,NA,NA,0
"Crabb, Mr. Henry James",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Crafter, Mr. Frederick Horace",male,20,victualling crew,S,England,NA,NA,NA,NA,1
"Crawford, Mr. Alfred George",male,43,victualling crew,B,England,NA,NA,NA,NA,1
"Creese, Mr. Henry Philip",male,45,engineering crew,B,England,NA,NA,NA,NA,0
"Crimmins, Mr. James",male,21,engineering crew,S,England,NA,NA,NA,NA,1
"Crispin, Mr. William",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Crisp, Mr. Albert Hector",male,39,victualling crew,B,England,NA,NA,NA,NA,0
"Crosbie, Mr. John Borthwick",male,45,victualling crew,S,England,NA,NA,NA,NA,0
"Cross, Mr. William Alfred",male,44,engineering crew,S,England,NA,NA,NA,NA,0
"Crovella, Sig. Luigi",male,17,restaurant staff,S,England,NA,NA,NA,NA,0
"Crowe, Mr. George Frederick",male,30,victualling crew,S,England,NA,NA,NA,NA,1
"Crumplin, Mr. Charles George Chandler",male,35,victualling crew,B,England,NA,NA,NA,NA,0
"Cullen, Mr. Charles James",male,49,victualling crew,B,England,NA,NA,NA,NA,1
"Cunningham, Mr. Andrew Orr",male,38,victualling crew,B,Scotland,NA,NA,NA,NA,1
"Cunningham, Mr. Bernard",male,35,engineering crew,S,England,NA,NA,NA,NA,0
"Curtis, Mr. Arthur",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Daniels, Mr. Sidney Edward",male,18,victualling crew,S,England,NA,NA,NA,NA,1
"Dashwood, Mr. William George",male,18,victualling crew,S,England,NA,NA,NA,NA,0
"Davies, Mr. Gordon Raleigh",male,32,victualling crew,B,England,NA,NA,NA,NA,0
"Davies, Mr. Robert J.",male,26,victualling crew,B,Wales,NA,NA,NA,NA,0
"Davies, Mr. Thomas",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Davis, Mr. John",male,29,victualling crew,B,England,NA,NA,NA,NA,0
"Davis, Mr. Stephen James",male,39,deck crew,S,England,NA,NA,NA,NA,0
"Dawson, Mr. Joseph",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Dean, Mr. George H.",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Debreucq, Mr. Maurice Emile Victor",male,18,restaurant staff,S,England,NA,NA,NA,NA,0
"Deeble, Mr. Alfred Arnold",male,35,victualling crew,B,England,NA,NA,NA,NA,0
"De Marsico, Sig. Govanni",male,20,restaurant staff,S,England,NA,NA,NA,NA,0
"Derrett, Mr. Arthur Henry",male,29,victualling crew,B,England,NA,NA,NA,NA,0
"Deslandes, Mr. Percival Stainer",male,38,victualling crew,S,England,NA,NA,NA,NA,0
"Desvernine, Mr. Louis Gabriel",male,20,restaurant staff,S,England,NA,NA,NA,NA,0
"Diaper, Mr. John Joseph",male,27,engineering crew,S,England,NA,NA,NA,NA,1
"Dickson, Mr. William",male,37,engineering crew,S,England,NA,NA,NA,NA,0
"Dilley, Mr. John",male,30,engineering crew,S,England,NA,NA,NA,NA,1
"Dillon, Mr. Thomas Patrick",male,34,engineering crew,S,England,NA,NA,NA,NA,1
"Dinenage, Mr. James Richard",male,49,victualling crew,S,England,NA,NA,NA,NA,0
"Dodd, Mr. Edward Charles",male,39,engineering crew,B,England,NA,NA,NA,NA,0
"Dodd, Mr. George Charles",male,44,victualling crew,B,England,NA,NA,NA,NA,0
"Dodds, Mr. Henry Watson",male,27,engineering crew,S,Guyana,NA,NA,NA,NA,0
"Doel, Mr. Frederick",male,22,engineering crew,S,England,NA,NA,NA,NA,1
"Dolby, Mr. Joseph",male,39,victualling crew,B,England,NA,NA,NA,NA,0
"Donati, Sig. Italo Francesco",male,17,restaurant staff,S,Italy,NA,NA,NA,NA,0
"Donoghue, Mr. Frank (?Thomas)",male,35,victualling crew,B,England,NA,NA,NA,NA,0
"Dore, Mr. Albert James",male,23,engineering crew,S,England,NA,NA,NA,NA,1
"Dornier, Mr. Louis Auguste",male,20,restaurant staff,S,England,NA,NA,NA,NA,0
"Doughty, Mr. Walter Thomas",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Doyle, Mr. Laurence",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Duffy, Mr. William Luke",male,36,engineering crew,B,Ireland,NA,NA,NA,NA,0
"Dunford, Mr. William",male,48,victualling crew,S,England,NA,NA,NA,NA,0
"Durnil, Mr. James",male,38,engineering crew,S,England,NA,NA,NA,NA,0
"Dyer, Mr. Henry Ryland",male,24,engineering crew,B,India,NA,NA,NA,NA,0
"Dyer, Mr. William Henry",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Dymond, Mr. Frank",male,41,engineering crew,S,England,NA,NA,NA,NA,1
"Eagle, Mr. Alfred James",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Eastman, Mr. Charles",male,44,engineering crew,S,England,NA,NA,NA,NA,0
"Edbrooke, Mr. Francis Samuel Jacob",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Ede, Mr. George Bulkeley",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Edge, Mr. Frederick William",male,39,victualling crew,S,England,NA,NA,NA,NA,0
"Edwards, Mr. Charles Essex",male,39,victualling crew,S,Wales,NA,NA,NA,NA,0
"Egg, Mr. William Henry",male,48,victualling crew,S,England,NA,NA,NA,NA,0
"Elliott, Mr. Everett Edward",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Ellis, Mr. John Bertie",male,29,victualling crew,S,England,NA,NA,NA,NA,1
"Ennis, Mr. Walter",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Ervine, Mr. Albert George",male,18,engineering crew,B,Northern Ireland,NA,NA,NA,NA,0
"Etches, Mr. Henry Samuel",male,43,victualling crew,B,England,NA,NA,NA,NA,1
"Evans, Mr. Alfred Frank",male,25,deck crew,S,England,NA,NA,NA,NA,1
"Evans, Mr. Frank Oliver",male,27,deck crew,S,England,NA,NA,NA,NA,1
"Evans, Mr. George Richard",male,27,victualling crew,B,England,NA,NA,NA,NA,0
"Evans, Mr. William Thomas",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Fairall, Mr. Henry Charles",male,38,victualling crew,B,England,NA,NA,NA,NA,0
"Farenden, Mr. Ernest John",male,22,victualling crew,B,England,NA,NA,NA,NA,0
"Farquharson, Mr. William Edward",male,39,engineering crew,B,England,NA,NA,NA,NA,0
"Faulkner, Mr. William Stephen",male,37,victualling crew,B,England,NA,NA,NA,NA,1
"Fay, Mr. Thomas Joseph",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Fellowes, Mr. Alfred James",male,29,victualling crew,B,England,NA,NA,NA,NA,0
"Feltham, Mr. George William",male,42,victualling crew,S,England,NA,NA,NA,NA,0
"Ferrary, Mr. Antonio",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Ferris, Mr. William",male,39,engineering crew,S,England,NA,NA,NA,NA,0
"Fey, Sig. Carlo",male,30,restaurant staff,S,England,NA,NA,NA,NA,0
"Finch, Mr. Henry Herman",male,19,victualling crew,S,England,NA,NA,NA,NA,0
